SENTENCE,LABEL
"Based on the PAR-CLIP-seq analysis, we identified six elevated miRNAs (miR-1a-3p, miR-133a-3p, miR-133b-3p, miR-206-3p, miR-128-3p, miR-351-5p), namely myogenesis-associated miRNAs (mamiRs), negatively controlled the JNK/MAPK pathway by repressing multiple factors for the phosphorylation of the JNK/MAPK pathway, including MEKK1, MEKK2, MKK7, and c-Jun but not JNK protein itself, and as a result, expression of transcriptional factor MyoD and mamiRs were further promoted.",0
"In conclusion, miR-3116 sensitizes glioma cells to TMZ through FGFR1 downregulation and the PI3K/AKT pathway inactivation.",1
"In addition, NEFL-siRNA could significantly attenuate the inhibitory effects of knockdown miR-183 on the proliferation and invasion of U251 cells via mTOR signaling pathway.",1
"Mechanistically, we identified that ZDHHC19 was a direct target of miR-940 and forced ZDHHC19 expressions partially rescue the suppression of proliferation, migration and invasion induced by miR-940.",1
"Moreover, miR-133b effectively binds to EMP2, down-regulates its expression and negates its normal function.",1
"To sum up, miR-543 may promote OC cell proliferation and invasion by targeting TWIST1.",1
"In addition, lactate dehydrogenase (LDHA) was identified as a downstream target of miR-122-5p.",1
"In a word, miR-194 inhibits ECT2 and blocks the activation of Rho signaling pathway, thus promoting apoptosis, inhibiting proliferation and migration of CCA stem cells, and suppressing tumor growth.",1
MicroRNA-188-5p suppresses tumor cell proliferation and metastasis by directly targeting FGF5 in hepatocellular carcinoma.,1
"Cell proliferation, migration and invasion of SH-SY5Y cells after overexpression of miR-34a and HNF4alpha were detected.",1
CONCLUSION: Expression of TEAD4 was increased in CRC and was negatively regulated by miR-4269 and miR-1343-3p.,1
"Hence, the results propose that miR-214 can prevent HCC development by suppressing beta-catenin and may supply a newfound approach towards HCC therapy in humans.",1
Inhibition of Ovarian Epithelial Carcinoma Tumorigenesis and Progression by microRNA 106b Mediated through the RhoC Pathway.,0
Mitochondrial fission determines cisplatin sensitivity in tongue squamous cell carcinoma through the BRCA1-miR-593-5p-MFF axis.,1
The binding relation between miR-876-5p and MALAT1 or NLRP3 was identified in THP-1 macrophages.,1
"Besides, we also demonstrated that miR-149 enhances SGC7901/DDP cell sensitivity to cisplatin by downregulating FoxM1 expression.",1
Previous studies have shown that microRNA (miR)-467b regulates hepatic LPL expression and plays a role in the progression of steatosis or abnormal lipid retention in obese mice.,0
"Furthermore, ANRIL silence down-regulated BMI1 via up-regulating miR-99a.",1
Dual-luciferase reporter gene assay exerted that circ-HIPK3 could bind to miR-124-3p and STAT3 is the target gene of miR-124-3p.,1
"Treatment with bicuculline, a GABAA receptor antagonist, decreased DHHC9 expression in somatostatin-positive interneurons and membrane localization of an H-Ras reporter in a manner that depended on miR-134.",0
The upregulated expression of YAP1 in OS tissues was inversely correlated with miR-625 expression.,0
"Direct interaction between miR-197 and p120 catenin mRNA sequence was confirmed by 3'UTR assay, and knockdown of p120 catenin recapitulated EMT induction in pancreatic cancer cells.",1
"miR-146b promotes cell proliferation and increases chemosensitivity, but attenuates cell migration and invasion via FBXL10 in ovarian cancer.",1
"At first, the expression of Let-7i and KISS1 was determined in patients with melanoma.",0
CircRNA (circ_0008057) promotes uremic serum-mediated proliferation and migration of vascular smooth muscle cells via miR-370/PLk1 signaling pathway.,1
MiR-23a sensitizes nasopharyngeal carcinoma to irradiation by targeting IL-8/Stat3 pathway.,0
Forced overexpression of BDNF effectively reversed the tumor suppressive functions of miR-15a-5p on HCC proliferation and cell division in vitro.,1
"Further, (99m)Tc-AMO decreased the level of miR-21 and increased the expression of PTEN protein at cellular level, shown by qRT-PCR and Western blot.",0
"Furthermore, we validated a predicted target gene, Dicer, to be a novel target of miR-31 but only miR-31-P could directly repress Dicer expression in both MCF-7 breast cancer cells and A549 lung cancer cells, resulting in their enhanced sensitivity to cisplatin, a known attribute of Dicer knockdown.",1
miR-4269 and miR-1343-3p were downregulated in CRC tumors and showed a negative correlation with TEAD4.,0
MicroRNA-224 Promotes Tumorigenesis through Downregulation of Caspase-9 in Triple-Negative Breast Cancer.,1
CONCLUSION: Overexpression of circHECTD1 alleviates UC by promoting HuR-dependent autophagy via miR-182-5p.,1
"Here, we confirmed that LOXL4 could serve as a downstream target of miR-210 and miR-210 promoted lung cancer progression via targeting LOXL4.",1
"Taken together, our results suggest that ANT2-regulated miR-19a and miR-96 play an important role in promoting the proliferation of human HCC cells, and the knockdown of ANT2 directly downregulates miR-19a and miR-96, ultimately resulting in the suppression of tumor growth.",0
Our findings suggest that resistance to TRAIL could induce EMT and enhance invasiveness by suppressing PTEN via miR-221.,1
"Here, we show that an erythroid lineage-specific microRNA gene, miR-144, expressed at specific developmental stages during zebrafish embryogenesis, negatively regulates the embryonic alpha-globin, but not embryonic beta-globin, gene expression, through physiologically targeting klfd, an erythroid-specific Kruppel-like transcription factor.",1
"Expression levels of PPARalpha, miR-21, and miR-27b in a panel of 24 human livers were determined.",0
RESULTS: MiR-184 suppressed CDC25A expression by enhancing the instability of its mRNA as a result of miR-184 binding to its coding region.,1
We showed that PAX8-AS1 is the main lncRNA affected by 6-TG and that PAX8-AS1 regulates the hub genes in tumor pathways by competitively binding with miR-16-5p and miR-335-5p.,0
"Furthermore, upregulation of miR-370 promoted the entry of DU145 and LNCaP prostate cancer cells into the G1/S cell cycle transition, which was associated with downregulation of the cyclin-dependent kinase (CDK) inhibitors, p27(Kip1) and p21(Cip1), and upregulation of the cell-cycle regulator cyclin D1 mRNA.",0
"The RNA and/or protein expressions of miR-21, LAMP2A, and alpha-synuclein were also determined.",0
MicroRNA-31 contributes to colorectal cancer development by targeting factor inhibiting HIF-1alpha (FIH-1).,1
"CONCLUSION: Our data indicated that miR15a/16 inhibited the components of TGF-beta signaling pathways in LNCaP cell line, which might relate to the progression and metastasis of prostate cancer.",0
In contrast miR-15 and miR-16 were repressed in 0.5 Gy-exposed WTK1.,0
"CONCLUSIONS: Overexpression of miR-509-3-5P inhibits the invasion and metastasis of gastric cancer in vitro and in vivo, functioning as a tumor suppressor, by targeting PODXL.",1
"Notably, miR-155, a known regulator of liver inflammation, had the highest fold increase in cirrhotic livers (2.2-fold, P=4.16E-08) and significantly correlated with hepatic CYP3A activity (r=-0.50, P=0.017).",0
We show for the first time that potent microRNA-433 (miR-433) inhibition of expression of the cAMP response element-binding protein CREB1 represses hepatocellular carcinoma (HCC) cell migration.,1
"By targeting the CTIP gene, miR-130b caused the accumulation of DSBs and accelerated cell apoptosis in combination with poly ADP ribose polymerase (PARP) inhibitors.",1
"RESULTS: Increased hsa_circ_0043688 and FGF2, and decreased miR-145-5p in keloids samples and fibroblasts were found.",0
"CONCLUSION: Our results suggest that MIR452 regulates STAT3 through the IL20RA-mediated JAK1 pathway, but not STAT1.",1
Circ-SERPINE2 promoted cell proliferation and cell cycle progress and inhibited cell apoptosis by sponging miR-375 and regulating YWHAZ expression in vitro.,1
"RESULTS: Compared with normal cells and tissues, breast cancer tissues and cells exhibited significantly lower expression of miR-223, but higher expression of STIM1.",0
The Annexin V assay revealed that apoptosis was induced upon suppression of miR-23b and/or HEG1.,0
"MiR-34a inhibits the proliferation, migration, and invasion of oral squamous cell carcinoma by directly targeting SATB2.",1
"In this study, paired RB samples were collected, and expression levels of MIR17HG, miR-155-5p, and HIF-1alpha were examined by quantitative real-time polymerase chain reaction (qRT-PCR); the proliferation, migration, and invasion of RB cells were detected by cell counting kit-8 (CCK-8) and transwell assays; qRT-PCR and Western blot were used to analyze the changes of miR-155-5p expression and HIF-1alpha expression.",0
"TTTY15 knockdown inhibited gastric cancer cell proliferation but promoted apoptosis by sponging miR-98-5p, which acted as a tumor suppressor gene by reducing the expression of its target gene CCND2 in gastric cancer.",1
"Together, it revealed miR-664 functions as an oncogene in cSCC via suppression of IRF2.",1
"(c) When miR-423-5p expression increased, the number of G0/G1 phase cells and the expression of CDKN1A protein increased while estradiol concentrations in the cell culture solution decreased (p < 0.05).",1
A series of rescue experiments were conducted to explore the role of miRNA-206/Notch3 in regulating the malignant progression of osteosarcoma.,0
"The curcumin analog EF24 targets NF-kappaB and miRNA-21, and has potent anticancer activity in vitro and in vivo.",0
"Overexpression of miR-4660 in HepG2 and L02 cell lines led to dysregulation of AGXT at both the mRNA (by 71% and 81%, respectively; P < 0.001) and protein (by 49% and 42%, respectively; P < 0.0001) levels.",1
"By carrying out an in silico analysis coupled to experimental validation, we detected that miR-192 and miR-215 target TYMS expression in colorectal cancer cell lines.",1
"CONCLUSION: miR-92b promotes the migration, adhesion and invasion of human gastric cancer cell line SGC7901 by mediating epithelial-mesenchymal transition, and may accelerate tumor cell metastasis via signaling pathways other than PI3K/Akt pathway.",0
MiR-204 inhibits hepatocellular cancer drug resistance and metastasis through targeting NUAK1.,1
"A significant difference was identified following in vitro experiments for the NSCLC cell line A549, which revealed that miR-146a-5p and TCSF regulated cell viability, proliferation and apoptosis.",0
"Taken together, our results indicated that MALAT1/miR-129-5p/HMGB1 axis could be provided as an important prognostic biomarker in colon cancer development.",1
"Thus, a new pathway has been identified in the present study, and application of miRNA-223 may induce the apoptosis of NSCLC through the PI3K/AKT pathway by EGFR.",1
"On the other hand, X-irradiation did not induce bystander effect in unirradiated WS1 cells, accompanied by lack of Smad2 activation and consistent decrease of miR-21 in X-irradiated HaCaT cells.",0
"We validated the results of the miRNA expression profile in two different TNBC cells by performing qRT-PCR and identified that miR-186-5p and miR-200b-5p were consistently down- or up-regulated, respectively, after knockdown of FOXM1.",0
"CONCLUSION: LncRNA ENST00000609755.1, miR-150 and ELK1 may have a potential ceRNA regulatory network relationship which could be considered to have a good combined diagnostic value for CHD.",0
CONCLUSIONS: Our findings demonstrate the participation of miR-146b as a novel upstream effector of HSC activation via direct targeting of KLF4.,1
Downregulation of TSPAN13 by miR-369-3p inhibits cell proliferation in papillary thyroid cancer (PTC).,1
